clc
clear all
data = readtable('C:\Users\033-20-0038\Downloads\abcd.txt','HeaderLines',2);
freq = data.Var1;
dB = data.Var2;

figure;
plot(freq,dB);
xlabel("Freq");
ylabel("dB");



freq	dB(S(1,2))
2.00000000000000000E9	-4.06928000000000001E1
2.00199999999999978E9	-4.06928000000000001E1
2.00400000000000000E9	-4.06928000000000001E1
2.00599999999999978E9	-4.06928000000000001E1
2.00800000000000001E9	-4.06928000000000001E1
2.01000000000000023E9	-4.06928000000000001E1
2.01199999999999957E9	-4.06928000000000001E1
2.01400000000000023E9	-4.06928000000000001E1
2.01600000000000001E9	-4.06928000000000001E1
2.01799999999999979E9	-4.06928000000000001E1
2.02000000000000002E9	-4.06928000000000001E1
2.02199999999999980E9	-4.06928000000000001E1
2.02400000000000002E9	-4.06928000000000001E1
2.02599999999999980E9	-4.06928000000000001E1
2.02800000000000002E9	-4.06928000000000001E1
2.03000000000000025E9	-4.06928000000000001E1
2.03200000000000003E9	-4.06928000000000001E1
2.03399999999999981E9	-4.06928000000000001E1
2.03600000000000003E9	-4.06928000000000001E1
2.03800000000000026E9	-4.06928000000000001E1
2.04000000000000004E9	-4.06928000000000001E1
2.04199999999999982E9	-4.06928000000000001E1
2.04400000000000004E9	-4.06928000000000001E1
2.04600000000000026E9	-4.06928000000000001E1
2.04800000000000004E9	-4.06928000000000001E1
2.04999999999999982E9	-4.06928000000000001E1
2.05200000000000005E9	-4.06928000000000001E1
2.05399999999999983E9	-4.06928000000000001E1
2.05600000000000005E9	-4.06928000000000001E1
2.05800000000000027E9	-4.06928000000000001E1
2.06000000000000005E9	-4.06928000000000001E1
2.06199999999999983E9	-4.06928000000000001E1
2.06400000000000006E9	-4.06928000000000001E1
2.06599999999999984E9	-4.06928000000000001E1
2.06800000000000006E9	-4.06928000000000001E1
2.06999999999999984E9	-4.06928000000000001E1
2.07200000000000006E9	-4.06928000000000001E1
2.07400000000000029E9	-4.06928000000000001E1
2.07599999999999962E9	-4.06928000000000001E1
2.07800000000000029E9	-4.06928000000000001E1
2.08000000000000007E9	-4.06928000000000001E1
2.08199999999999985E9	-4.06928000000000001E1
2.08400000000000007E9	-4.06928000000000001E1
2.08599999999999985E9	-4.06928000000000001E1
2.08800000000000008E9	-4.06928000000000001E1
2.08999999999999986E9	-4.06928000000000001E1
2.09199999999999964E9	-4.06928000000000001E1
2.09400000000000031E9	-4.06928000000000001E1
2.09600000000000009E9	-4.06928000000000001E1
2.09799999999999986E9	-4.06928000000000001E1
2.10000000000000009E9	-4.06928000000000001E1
2.10199999999999987E9	-4.06928000000000001E1
2.10400000000000009E9	-4.06928000000000001E1
2.10599999999999987E9	-4.06928000000000001E1
2.10800000000000010E9	-4.06928000000000001E1
2.11000000000000032E9	-4.06928000000000001E1
2.11199999999999966E9	-4.06928000000000001E1
2.11399999999999988E9	-4.06928000000000001E1
2.11600000000000010E9	-4.06928000000000001E1
2.11799999999999988E9	-4.06928000000000001E1
2.12000000000000011E9	-4.06928000000000001E1
2.12199999999999989E9	-4.06928000000000001E1
2.12400000000000011E9	-4.06928000000000001E1
2.12599999999999989E9	-4.06928000000000001E1
2.12800000000000011E9	-4.06928000000000001E1
2.12999999999999989E9	-4.06928000000000001E1
2.13200000000000012E9	-4.06928000000000001E1
2.13399999999999990E9	-4.06928000000000001E1
2.13600000000000012E9	-4.06928000000000001E1
2.13800000000000034E9	-4.06928000000000001E1
2.13999999999999968E9	-4.06928000000000001E1
2.14199999999999990E9	-4.06928000000000001E1
2.14400000000000013E9	-4.06928000000000001E1
2.14599999999999991E9	-4.06928000000000001E1
2.14800000000000013E9	-4.06928000000000001E1
2.14999999999999991E9	-4.06928000000000001E1
2.15200000000000014E9	-4.06928000000000001E1
2.15399999999999991E9	-4.06928000000000001E1
2.15599999999999969E9	-4.06928000000000001E1
2.15800000000000036E9	-4.06928000000000001E1
2.16000000000000014E9	-4.06928000000000001E1
2.16199999999999992E9	-4.06928000000000001E1
2.16400000000000015E9	-4.06928000000000001E1
2.16599999999999993E9	-4.06928000000000001E1
2.16800000000000015E9	-4.06928000000000001E1
2.16999999999999993E9	-4.06928000000000001E1
2.17199999999999971E9	-4.06928000000000001E1
2.17400000000000038E9	-4.06928000000000001E1
2.17599999999999971E9	-4.06928000000000001E1
2.17799999999999994E9	-4.06928000000000001E1
2.18000000000000016E9	-4.06928000000000001E1
2.18199999999999994E9	-4.06928000000000001E1
2.18400000000000016E9	-4.06928000000000001E1
2.18599999999999994E9	-4.06928000000000001E1
2.18800000000000017E9	-4.06928000000000001E1
2.18999999999999995E9	-4.06928000000000001E1
2.19199999999999973E9	-4.06928000000000001E1
2.19399999999999995E9	-4.06928000000000001E1
2.19600000000000017E9	-4.06928000000000001E1
2.19799999999999995E9	-4.06928000000000001E1
2.20000000000000018E9	-4.06928000000000001E1
2.20199999999999996E9	-4.06928000000000001E1
2.20399999999999974E9	-4.06928000000000001E1
2.20599999999999996E9	-4.06928000000000001E1
2.20800000000000018E9	-4.06928000000000001E1
2.20999999999999996E9	-4.06928000000000001E1
2.21199999999999974E9	-4.06928000000000001E1
2.21399999999999997E9	-4.06928000000000001E1
2.21600000000000019E9	-4.06928000000000001E1
2.21799999999999997E9	-4.06928000000000001E1
2.21999999999999975E9	-4.06928000000000001E1
2.22199999999999998E9	-4.06928000000000001E1
2.22400000000000020E9	-4.06928000000000001E1
2.22599999999999998E9	-4.06928000000000001E1
2.22800000000000020E9	-4.06928000000000001E1
2.22999999999999998E9	-4.06928000000000001E1
2.23200000000000021E9	-4.06928000000000001E1
2.23399999999999999E9	-4.06928000000000001E1
2.23599999999999977E9	-4.06928000000000001E1
2.23800000000000043E9	-4.06928000000000001E1
2.23999999999999977E9	-4.06928000000000001E1
2.24199999999999999E9	-4.06928000000000001E1
2.24400000000000022E9	-4.06928000000000001E1
2.24600000000000000E9	-4.06928000000000001E1
2.24800000000000022E9	-4.06928000000000001E1
2.25000000000000000E9	-4.06928000000000001E1
2.25199999999999978E9	-4.06928000000000001E1
2.25400000000000000E9	-4.06928000000000001E1
2.25599999999999978E9	-4.06928000000000001E1
2.25800000000000001E9	-4.06928000000000001E1
2.26000000000000023E9	-4.06928000000000001E1
2.26199999999999957E9	-4.06928000000000001E1
2.26400000000000023E9	-4.06928000000000001E1
2.26600000000000001E9	-4.06928000000000001E1
2.26799999999999979E9	-4.06928000000000001E1
2.27000000000000002E9	-4.06928000000000001E1
2.27199999999999980E9	-4.06928000000000001E1
2.27400000000000002E9	-4.06928000000000001E1
2.27599999999999980E9	-4.06928000000000001E1
2.27800000000000002E9	-4.06928000000000001E1
2.28000000000000025E9	-4.06928000000000001E1
2.28200000000000003E9	-4.06928000000000001E1
2.28399999999999981E9	-4.06928000000000001E1
2.28600000000000003E9	-4.06928000000000001E1
2.28800000000000026E9	-4.06928000000000001E1
2.29000000000000004E9	-4.06928000000000001E1
2.29199999999999982E9	-4.06928000000000001E1
2.29400000000000004E9	-4.06928000000000001E1
2.29600000000000026E9	-4.06928000000000001E1
2.29800000000000004E9	-4.06928000000000001E1
2.29999999999999982E9	-4.06928000000000001E1
2.30200000000000005E9	-4.06928000000000001E1
2.30399999999999983E9	-4.06928000000000001E1
2.30600000000000005E9	-4.06928000000000001E1
2.30800000000000027E9	-4.06928000000000001E1
2.31000000000000005E9	-4.06928000000000001E1
2.31199999999999983E9	-4.06928000000000001E1
2.31400000000000006E9	-4.06928000000000001E1
2.31599999999999984E9	-4.06928000000000001E1
2.31800000000000006E9	-4.06928000000000001E1
2.31999999999999984E9	-4.06928000000000001E1
2.32200000000000006E9	-4.06928000000000001E1
2.32400000000000029E9	-4.06928000000000001E1
2.32599999999999962E9	-4.06928000000000001E1
2.32800000000000029E9	-4.06928000000000001E1
2.33000000000000007E9	-4.06928000000000001E1
2.33199999999999985E9	-4.06928000000000001E1
2.33400000000000007E9	-4.06928000000000001E1
2.33599999999999985E9	-4.06928000000000001E1
2.33800000000000008E9	-4.06928000000000001E1
2.33999999999999986E9	-4.06928000000000001E1
2.34199999999999964E9	-4.06928000000000001E1
2.34400000000000031E9	-4.06928000000000001E1
2.34600000000000009E9	-4.06928000000000001E1
2.34799999999999986E9	-4.06928000000000001E1
2.35000000000000009E9	-4.06928000000000001E1
2.35199999999999987E9	-4.06928000000000001E1
2.35400000000000009E9	-4.06928000000000001E1
2.35599999999999987E9	-4.06928000000000001E1
2.35800000000000010E9	-4.06928000000000001E1
2.36000000000000032E9	-4.06928000000000001E1
2.36199999999999966E9	-4.06928000000000001E1
2.36399999999999988E9	-4.06928000000000001E1
2.36600000000000010E9	-4.06928000000000001E1
2.36799999999999988E9	-4.06928000000000001E1
2.37000000000000011E9	-4.06928000000000001E1
2.37199999999999989E9	-4.06928000000000001E1
2.37400000000000011E9	-4.06928000000000001E1
2.37599999999999989E9	-4.06928000000000001E1
2.37800000000000011E9	-4.06928000000000001E1
2.37999999999999989E9	-4.06928000000000001E1
2.38200000000000012E9	-4.06928000000000001E1
2.38399999999999990E9	-4.06928000000000001E1
2.38600000000000012E9	-4.06928000000000001E1
2.38800000000000034E9	-4.06928000000000001E1
2.38999999999999968E9	-4.06928000000000001E1
2.39199999999999990E9	-4.06928000000000001E1
2.39400000000000013E9	-4.06928000000000001E1
2.39599999999999991E9	-4.06928000000000001E1
2.39800000000000013E9	-4.06928000000000001E1
2.39999999999999991E9	-4.06928000000000001E1
2.40200000000000014E9	-4.06928000000000001E1
2.40399999999999991E9	-4.06928000000000001E1
2.40599999999999969E9	-4.06928000000000001E1
2.40800000000000036E9	-4.06928000000000001E1
2.41000000000000014E9	-4.06928000000000001E1
2.41199999999999992E9	-4.06928000000000001E1
2.41400000000000015E9	-4.06928000000000001E1
2.41599999999999993E9	-4.06928000000000001E1
2.41800000000000015E9	-4.06928000000000001E1
2.41999999999999993E9	-4.06928000000000001E1
2.42199999999999971E9	-4.06928000000000001E1
2.42400000000000038E9	-4.06928000000000001E1
2.42599999999999971E9	-4.06928000000000001E1
2.42799999999999994E9	-4.06928000000000001E1
2.43000000000000016E9	-4.06928000000000001E1
2.43199999999999994E9	-4.06928000000000001E1
2.43400000000000016E9	-4.06928000000000001E1
2.43599999999999994E9	-4.06928000000000001E1
2.43800000000000017E9	-4.06928000000000001E1
2.43999999999999995E9	-4.06928000000000001E1
2.44199999999999973E9	-4.06928000000000001E1
2.44399999999999995E9	-4.06928000000000001E1
2.44600000000000017E9	-4.06928000000000001E1
